client_id|ssn|first_name|last_name|gender|street|city|state|zip|latitude|longitude|city_pop|job|dob|email|phonenum|profile
e0f859e7-75e8-4996-8f4e-2c83824b221d|163-93-0836|Daniel|Quinn|M|436 Ruiz Run|Alva|FL|33920|-81.6351|26.7147|4947|Jewellery designer|1959-07-08|daniel.quinn@gmail.com|550.093.1089x3674|adults_50up_male_urban.json
a65ccef9-8ec5-4bb5-b6c0-5515bdfa9a36|830-50-0988|Alexandria|Wood|F|29342 Garcia Roads|Shiloh|NJ|08353|-75.297|39.4594|516|Market researcher|1988-06-27|alexandria.wood@gmail.com|+1-755-931-7779|adults_2550_female_rural.json
0c807033-f3b1-44d0-be2f-b00de8a53eb6|156-35-5034|Ashley|Hahn|F|747 Diaz Well Apt. 610|Sebastian|FL|32976|-80.5416|27.8679|34445|Fast food restaurant manager|1958-08-02|ashley.hahn@hotmail.com|149-491-3132x615|adults_50up_female_urban.json
31d2eab5-a01c-4130-b0d8-f9c2faf07dd1|376-15-2207|Douglas|Walton|M|9722 Joshua Orchard Apt. 266|Sarasota|FL|34239|-82.5195|27.3111|232625|Financial planner|2001-03-21|douglas.walton@gmail.com|824-138-2780|young_adults_male_urban.json
87b5fa90-ef8b-43fe-a5db-15572ad5e98f|514-27-5390|Heidi|Morris|F|117 Joseph Greens Suite 893|Springdale|UT|84767|-113.0139|37.1862|679|Press photographer|1950-06-26|heidi.morris@hotmail.com|001-501-225-8285x263|adults_50up_female_rural.json
d6c4d3af-6be1-40ca-ad5d-6de152efbed3|585-44-6240|Chad|Russo|M|621 Jones Fall|Kirtland Afb|NM|87117|-106.5503|35.0203|310|Engineer, automotive|1980-02-27|chad.russo@gmail.com|107.909.7877|adults_2550_male_rural.json
d6c4d3af-6be1-40ca-ad5d-6de152efbed3|585-44-6240|Chad|Russo|M|621 Jones Fall|Kirtland Afb|NM|87117|-106.5503|35.0203|310|Engineer, automotive|1980-02-27|chad.russo@gmail.com|107.909.7877|adults_2550_male_rural.json
d9dadbca-47e0-4ee5-b0d8-522e4c432605|527-08-1068|Shannon|Owens|M|6161 Colleen Hills|Bath Springs|TN|38311|-88.1286|35.4521|786|Freight forwarder|1967-11-20|shannon.owens@yahoo.com|001-987-867-4627x26396|adults_50up_male_rural.json
41fd1812-3e32-4d8f-9935-4146ab0800bb|860-13-5534|Anthony|Hernandez|M|3429 Catherine Roads Apt. 139|Salem|OR|97302|-123.0445|44.9039|249657|Research scientist (maths)|1977-01-09|anthony.hernandez@gmail.com|(547)376-7699x6393|adults_2550_male_urban.json
518175bb-d257-4690-b75d-91a821900add|093-97-2108|Scott|Davis|M|02874 Mccall Point Apt. 591|Underwood|ND|58576|-101.1898|47.4602|953|Nature conservation officer|1968-03-15|scott.davis@yahoo.com|(916)168-1160|adults_50up_male_rural.json
4dd600e8-210b-4b6d-84dc-ae6de2bd6fbf|779-45-9693|Laura|Gardner|F|40465 Andrew Pine|Circleville|NY|10919|-74.385|41.5244|1040|Sales executive|1983-05-20|laura.gardner@hotmail.com|520.026.3187x629|adults_2550_female_rural.json
33270b71-0ea7-4fe2-9ce1-bbfb06a5f11b|147-92-7956|Stephen|Simon|M|79055 Calderon Spurs Suite 417|Fort Worth|TX|76116|-97.4483|32.723|813980|Public librarian|1986-04-03|stephen.simon@gmail.com|(424)815-8842|adults_2550_male_urban.json
c39a3841-b64c-4e46-b1ec-b6fc31f66641|204-99-0071|Daniel|Love|M|989 Garcia Squares Suite 237|Seattle|WA|98164|-122.332|47.606|837792|Surveyor, building|1933-09-09|daniel.love@yahoo.com|997.647.0044|adults_50up_male_urban.json
5e69dc94-eac1-4120-a63f-c61f69b1e03f|443-14-5294|Madison|Rivera|F|08872 David Path Suite 062|Sims|NC|27880|-78.0859|35.7435|3304|Communications engineer|1993-12-27|madison.rivera@gmail.com|631.782.8668x43491|adults_2550_female_urban.json
83922abc-909a-451a-b83f-ffaddb9ab1cc|784-62-6638|Kyle|Graham|M|564 Dixon Glens|Cleves|OH|45002|-84.734|39.1937|13388|Solicitor|1976-07-06|kyle.graham@yahoo.com|(606)413-5832x7917|adults_2550_male_urban.json
6a0cd090-30d5-47fb-b14e-8f0c976219ab|225-28-2369|Ashley|Lambert|F|3846 Simpson Ridge Suite 463|Lyman|SC|29365|-82.1435|34.9684|10146|Psychotherapist, dance movement|1971-12-03|ashley.lambert@hotmail.com|+1-235-640-4168x91302|adults_50up_female_urban.json
718fc188-e389-4347-87dd-16555a83af45|794-63-3411|Martha|Rodriguez|F|74815 Jennings Squares|Waimea|HI|96796|-159.6694|21.9685|1881|Environmental health practitioner|1994-06-03|martha.rodriguez@gmail.com|531.284.0383x46761|adults_2550_female_rural.json
a9227f8b-6a56-49e3-a5d1-1d36ffa5422a|361-89-0955|Jonathan|King|M|0320 Baker Valleys Suite 407|Garner|NC|27529|-78.5975|35.6813|42128|Radio broadcast assistant|2003-11-29|jonathan.king@gmail.com|+1-100-911-7853x932|young_adults_male_urban.json
86f1b63e-1b34-4308-b6a3-e5802d69131e|851-81-9465|Heather|Taylor|F|8893 Michael Port Apt. 504|Theresa|NY|13691|-75.8014|44.2113|3176|Sub|1936-12-01|heather.taylor@hotmail.com|(432)457-0140x124|adults_50up_female_urban.json
fc25eb66-8517-4fb4-9249-bd3e510c448e|766-57-7636|Paul|Little|M|53702 Aguilar Parks|New Lisbon|WI|53950|-90.1524|43.8878|5449|Sports administrator|2005-10-04|paul.little@hotmail.com|097-470-4589x417|young_adults_male_urban.json
935c75ee-8302-4d1e-affa-f2938f1caabe|397-60-5484|Michael|Quinn|M|55111 Davis Motorway Suite 853|Milwaukee|WI|53215|-87.9429|43.006|817312|Fish farm manager|1961-05-17|michael.quinn@yahoo.com|445.635.9450x9780|adults_50up_male_urban.json
1b21d26c-c34f-4c87-9c40-1b7636e8dc08|349-88-6333|Adam|Sullivan|M|60667 Julie Shore Apt. 312|Saint Lawrence|SD|57373|-98.8754|44.5215|437|Electrical engineer|1948-02-15|adam.sullivan@hotmail.com|+1-220-419-1594x84044|adults_50up_male_rural.json
1b21d26c-c34f-4c87-9c40-1b7636e8dc08|349-88-6333|Adam|Sullivan|M|60667 Julie Shore Apt. 312|Saint Lawrence|SD|57373|-98.8754|44.5215|437|Electrical engineer|1948-02-15|adam.sullivan@hotmail.com|+1-220-419-1594x84044|adults_50up_male_rural.json
85900753-4181-43a1-b7e0-a483ddd01e1d|543-03-7616|Antonio|Jones|M|819 Rivera Wells Suite 624|Dyersville|IA|52040|-91.1183|42.4833|5526|Recycling officer|1981-11-30|antonio.jones@yahoo.com|(194)012-6613|adults_2550_male_urban.json
26e758b3-e2da-424b-ad2a-5fc3c90f468d|404-99-7729|Sherri|Hansen|F|293 Tran Hill|Gila Bend|AZ|85337|-112.7468|32.9306|2793|Armed forces training and education officer|1969-12-30|sherri.hansen@gmail.com|615.986.3560x80328|adults_50up_female_urban.json
aa38990a-920f-424b-83ec-5525283f5089|014-33-9444|Samuel|Potter|M|822 Mitchell Oval Apt. 113|Mc Adenville|NC|28101|-81.0788|35.2578|698|Site engineer|1980-12-21|samuel.potter@hotmail.com|+1-652-275-4038x85140|adults_2550_male_rural.json
47c8b336-83c8-4801-9459-1dd479639118|347-04-8603|Samuel|Johnson|M|2826 Michael Villages Suite 433|Toms River|NJ|08753|-74.1565|39.9771|122197|Engineer, water|2004-01-18|samuel.johnson@hotmail.com|001-027-126-9162x1798|young_adults_male_urban.json
ab8b9f5d-cdd1-425b-84f0-9e505f490e05|710-91-1832|Summer|Richardson|F|86326 Rocha Mountain|North Jackson|OH|44451|-80.8622|41.088|3032|Publishing rights manager|1951-10-04|summer.richardson@yahoo.com|579.426.4598x2318|adults_50up_female_urban.json
3812090b-8934-478d-a74d-76ea8ab89cb0|267-70-0174|Destiny|Price|F|202 Margaret Gateway|Valparaiso|FL|32580|-86.5009|30.5092|3662|Biomedical engineer|1962-11-02|destiny.price@hotmail.com|+1-507-934-3179x2199|adults_50up_female_urban.json
d41a58a8-1f3b-47f4-92f1-ec9c10951496|744-43-7895|Cynthia|Barber|F|12861 Beck Parkways|Hereford|TX|79045|-102.405|34.837|19473|Freight forwarder|1932-02-10|cynthia.barber@yahoo.com|769.990.9129|adults_50up_female_urban.json
3843e98d-d524-4072-a0a7-6b98ef31014d|694-99-3641|Lance|Franklin|M|291 Martin Coves Suite 901|Washington|DC|20017|-76.994|38.9367|601723|Radiographer, diagnostic|2000-06-13|lance.franklin@hotmail.com|+1-563-359-1497|young_adults_male_urban.json
bfbe39be-3f0f-4329-9670-616d2622f0f8|370-93-1198|Ryan|Burns|M|955 Amanda Road Suite 067|Germantown|TN|38138|-89.8053|35.0883|40131|Designer, ceramics/pottery|1972-07-17|ryan.burns@yahoo.com|+1-589-868-3671|adults_50up_male_urban.json
f6c6e899-ef93-40c6-acec-9efb936a2191|700-83-1998|Oscar|Bowen|M|056 Blake Heights Apt. 267|Sidney|NE|69162|-102.9856|41.138|7765|Nurse, mental health|1992-10-23|oscar.bowen@hotmail.com|939-469-3829x448|adults_2550_male_urban.json
f6c6e899-ef93-40c6-acec-9efb936a2191|700-83-1998|Oscar|Bowen|M|056 Blake Heights Apt. 267|Sidney|NE|69162|-102.9856|41.138|7765|Nurse, mental health|1992-10-23|oscar.bowen@hotmail.com|939-469-3829x448|adults_2550_male_urban.json
c1d7ad66-5c3b-41b8-b248-056bb2b48149|686-14-2656|Troy|Gross|M|3362 Steven Street Suite 182|Hebron|MD|21830|-75.6963|38.4026|4026|International aid/development worker|1979-12-14|troy.gross@hotmail.com|(525)008-2060x42649|adults_2550_male_urban.json
3d290c14-7365-4b5f-a4e3-5285fd63ab0a|133-20-4309|Zoe|Franco|F|5226 Duncan Divide Suite 687|Macfarlan|WV|26148|-81.1776|39.0806|245|Textile designer|1984-06-08|zoe.franco@yahoo.com|716-892-4881|adults_2550_female_rural.json
d721f3d0-6b92-4af5-8c7c-228fbf61116f|041-54-9534|Brian|Wells|M|41620 Nicholas Roads|Holmesville|OH|44633|-81.9275|40.633|2615|Solicitor|1975-12-15|brian.wells@yahoo.com|292.558.9660|adults_2550_male_urban.json
47f49efe-4a64-4ce4-999b-407a8a168c48|539-77-9820|Christopher|Edwards|M|3777 Latoya Cliffs Apt. 049|Madill|OK|73446|-96.7597|34.0784|8042|Geneticist, molecular|1986-10-27|christopher.edwards@gmail.com|4583821891|adults_2550_male_urban.json
8aee94a1-2381-477e-9c74-c6df502e4585|664-25-9187|Vicki|King|F|81578 Stephens Hollow Suite 253|East Dorset|VT|05253|-73.0081|43.237|685|Environmental education officer|1984-06-03|vicki.king@gmail.com|420.627.6295x5409|adults_2550_female_rural.json
4f47ca2d-4f4b-4ab9-a7bf-227de77c7a26|377-81-6632|Tiffany|Schroeder|F|827 Daniel Curve Apt. 686|Foxhome|MN|56543|-96.3176|46.2584|276|Multimedia programmer|1986-06-26|tiffany.schroeder@yahoo.com|129.635.9419x1660|adults_2550_female_rural.json
d1ea1e9b-6416-437d-b80d-4ad67fe08a8b|339-28-0944|Pamela|Hansen|F|58088 Gonzales Orchard|Prinsburg|MN|56281|-95.1865|44.9371|619|Engineer, civil (consulting)|1958-05-08|pamela.hansen@gmail.com|878-247-9884x427|adults_50up_female_rural.json
522d2966-2caf-49d6-a5f3-c9068196e8ef|808-49-7835|Kristin|Smith|F|21615 Duncan Dam Suite 908|Portland|OR|97211|-122.6448|45.5653|841711|Social worker|1974-04-23|kristin.smith@gmail.com|021-871-3669x7141|adults_2550_female_urban.json
145c5b3b-9353-44e8-82b7-a2e387ecdd40|170-21-3853|Cynthia|Alexander|F|666 Diane Dale Apt. 221|Kinsey|MT|59338|-105.4623|46.324|142|Leisure centre manager|1988-09-03|cynthia.alexander@gmail.com|(286)413-9556|adults_2550_female_rural.json
97ff6ec3-6cf8-477d-bf33-8b2c09e63d34|544-46-0625|Nicholas|Wagner|M|734 Gomez Dam|Metaline|WA|99152|-117.3963|48.8496|197|Petroleum engineer|1977-04-17|nicholas.wagner@hotmail.com|001-538-744-9778x56363|adults_2550_male_rural.json
6ad14d34-eb50-43dd-8198-d76e669a31bf|154-29-1696|Elizabeth|Riggs|F|3094 Cassandra Viaduct Suite 648|Goodrich|MI|48438|-83.4845|42.9147|6951|Patent examiner|1954-03-21|elizabeth.riggs@hotmail.com|(432)107-3901|adults_50up_female_urban.json
c01c95f7-65c3-4aad-b6fb-7c491c200a5b|683-91-6208|Willie|Montoya|M|0726 Torres Highway|Houghton|NY|14744|-78.2063|42.4228|2094|Radiographer, therapeutic|1989-10-06|willie.montoya@hotmail.com|(206)564-8929|adults_2550_male_rural.json
68e81648-3cc2-4855-9b49-fed61d459cf5|523-24-0579|Eric|Grant|M|9095 Dale Centers Apt. 466|Cottageville|SC|29435|-80.4794|32.9612|4122|Advice worker|1966-06-15|eric.grant@yahoo.com|580-681-0474|adults_50up_male_urban.json
3ac394b0-0baf-4154-8a4e-e66aeec0ffd5|018-93-7486|Angelica|Graham|F|65676 Palmer Mill|Melvin|TX|76858|-99.5439|31.1851|254|Research officer, government|1974-12-22|angelica.graham@hotmail.com|(628)692-9516|adults_2550_female_rural.json
63083dc4-58d7-4610-99df-ba32b1185beb|096-34-4317|Amber|Wise|F|9632 Palmer Circle Apt. 737|Phelps|WI|54554|-89.0815|46.0645|1120|Medical physicist|1987-01-22|amber.wise@hotmail.com|126.769.4235|adults_2550_female_rural.json
74c1c8fe-200e-4eba-be32-ca135473a839|536-89-0444|Rhonda|Orr|F|0924 Clark Spurs|Hanlontown|IA|50444|-93.3789|43.3207|353|Pilot, airline|1957-08-15|rhonda.orr@gmail.com|902.326.9707x190|adults_50up_female_rural.json
fee8f831-634c-413f-b0f7-7832b01c4ef2|557-21-5534|Morgan|Munoz|F|807 Rachel Burgs|North Webster|IN|46555|-85.7103|41.3326|2835|Accommodation manager|1984-07-05|morgan.munoz@gmail.com|(815)718-3952|adults_2550_female_urban.json
36a63637-ada7-4dc0-93b1-6f171f06fc43|650-15-4874|Cameron|Cole|M|85833 Jessica Views Suite 370|Olin|IA|52320|-91.1409|41.9954|1203|Administrator, Civil Service|1993-08-07|cameron.cole@hotmail.com|+1-728-676-8521x031|adults_2550_male_rural.json
c4ee4caf-93db-48b1-ab23-028ab3202001|839-94-8315|Kimberly|Cruz|F|88493 Wilkins Crest|Brooklyn|NY|11225|-73.9546|40.6628|2504700|Education officer, museum|1937-05-02|kimberly.cruz@hotmail.com|+1-200-377-1204x26149|adults_50up_female_urban.json
afb2c80b-4736-4dc2-9d4c-e768961ef4d3|850-47-4589|Mary|Newton|F|06988 Alexis Camp Suite 941|Hurst|TX|76053|-97.1756|32.8211|40185|Television floor manager|1996-10-11|mary.newton@hotmail.com|001-195-852-1482x4355|adults_2550_female_urban.json
8dda4ab0-1ffc-49b7-b55d-5d991a338f0b|299-17-1284|Angel|Valencia|M|529 Gonzalez Station Suite 276|Crater Lake|OR|97604|-122.1769|42.9465|28|Special effects artist|1976-10-09|angel.valencia@hotmail.com|001-587-962-7951x29565|adults_2550_male_rural.json
b75322a6-d2ee-474e-ad97-44fc0ea55779|053-70-9245|Tina|Hunter|F|62779 Patterson Run Apt. 027|Bokeelia|FL|33922|-82.1401|26.6627|4055|Advertising art director|1964-04-27|tina.hunter@gmail.com|001-167-121-2602x869|adults_50up_female_urban.json
a969fb98-1a9d-4b5a-9254-24e4ebdeb28f|036-38-6925|Carrie|Murray|F|58545 Wilkerson Common Apt. 335|Stacy|MN|55079|-93.0177|45.3975|8329|Operational investment banker|1981-12-31|carrie.murray@gmail.com|803-607-9734x1045|adults_2550_female_urban.json
b38d77be-1f91-46d2-827e-1fac10365dbf|730-22-4331|Caitlyn|Browning|F|7799 William Rapids|Anchorage|AK|99510|-149.8784|61.1446|242037|Claims inspector/assessor|1986-05-06|caitlyn.browning@hotmail.com|(037)141-1921|adults_2550_female_urban.json
50743061-5d7a-44ab-80c8-1bd172744cc2|463-43-8989|Leslie|Henson|F|866 Amanda Meadow Apt. 466|Highland|KS|66035|-95.2583|39.8608|1311|Surgeon|1991-09-03|leslie.henson@gmail.com|824-424-5715x02942|adults_2550_female_rural.json
fa0f8acc-c572-4ea4-9adf-4eac07a432ab|017-49-8851|Bryan|Jones|M|92904 Karen Crest|Goodyears Bar|CA|95944|-120.8171|39.5299|46|Diagnostic radiographer|2001-05-01|bryan.jones@gmail.com|+1-097-415-0640x662|young_adults_male_rural.json
56e17d9d-d67f-4c51-9ccd-160793790a48|517-97-8207|Heather|Barajas|F|9494 Hill Villages Apt. 068|Aurora|CO|80013|-104.7846|39.6575|389246|Hydrologist|1985-06-19|heather.barajas@hotmail.com|001-410-258-6727x7925|adults_2550_female_urban.json
85ae2436-bd0f-4eb9-924e-d5d31044b1e6|776-40-6441|Christopher|Miller|M|0923 Rivera Ramp Suite 790|Bridgeton|IN|47836|-87.2218|39.7791|47|Engineer, mining|1956-11-01|christopher.miller@hotmail.com|(943)913-7098x134|adults_50up_male_rural.json
ebbf057a-1fdf-47e8-a30e-e6cc8d834e0a|473-06-9661|Tony|Jones|M|9334 Joseph Falls|Denver|CO|80210|-104.9631|39.679|990452|Secondary school teacher|1958-04-09|tony.jones@yahoo.com|001-995-841-9121x90768|adults_50up_male_urban.json
83befd4f-de9d-47fa-b963-d2adce5aca21|424-18-5141|Shannon|Jennings|F|3211 Anne Circle Apt. 319|Rising Star|TX|76471|-98.9859|32.128|1906|Corporate investment banker|1974-04-22|shannon.jennings@hotmail.com|985-346-1430x46280|adults_2550_female_rural.json
83befd4f-de9d-47fa-b963-d2adce5aca21|424-18-5141|Shannon|Jennings|F|3211 Anne Circle Apt. 319|Rising Star|TX|76471|-98.9859|32.128|1906|Corporate investment banker|1974-04-22|shannon.jennings@hotmail.com|985-346-1430x46280|adults_2550_female_rural.json
302a2cbc-296a-4ee6-ac64-92f5e2401a25|054-15-5577|Melissa|Griffin|F|537 Erika Divide Suite 602|Wallington|NJ|07057|-74.1079|40.8536|11335|Office manager|1977-04-23|melissa.griffin@gmail.com|506-655-3517|adults_2550_female_urban.json
d51d61b6-cbb7-40d0-af15-d7d40f3b38d2|276-27-6052|Karen|Alexander|F|1492 Angela Garden Apt. 056|Tujunga|CA|91042|-118.2849|34.2544|27585|Health physicist|1981-12-05|karen.alexander@hotmail.com|+1-616-069-4505x989|adults_2550_female_urban.json
28f708a8-456f-4ab1-9739-67c9183404d5|601-36-7720|Eric|Baker|M|9993 Dawn Freeway Suite 488|Moodus|CT|06469|-72.4419|41.5078|3209|Field trials officer|1981-08-02|eric.baker@yahoo.com|014-257-1440|adults_2550_male_urban.json
73bc32a4-0bb9-4946-8727-cad3adad24fd|752-67-2897|Jennifer|Tucker|F|67867 Smith Brooks|Windsor|VA|23487|-76.7324|36.8369|6298|Surveyor, planning and development|1980-09-26|jennifer.tucker@gmail.com|603.639.4971|adults_2550_female_urban.json
928c7d33-27fe-46b2-89b5-dbd9b461fc43|574-98-0713|Lisa|Brown|F|46629 Danielle Rapid|Clarence|PA|16829|-77.9312|41.0585|666|Tour manager|1994-10-22|lisa.brown@yahoo.com|001-407-859-2830x21736|adults_2550_female_rural.json
c4f11892-8f88-4701-8390-06a6f6028ed0|334-70-7982|Kyle|Williams|M|50051 Casey Passage Suite 606|Farnham|NY|14061|-79.084|42.5946|349|Psychologist, educational|1990-09-30|kyle.williams@yahoo.com|(609)872-7588x227|adults_2550_male_rural.json
cec4bcb6-8679-4f0c-bd48-80f913b2e303|898-44-9337|Kristine|Mejia|F|0398 Gregory Path Apt. 900|Brady|MT|59416|-111.755|48.0312|337|Secretary/administrator|1949-05-10|kristine.mejia@yahoo.com|520.253.2553|adults_50up_female_rural.json
edfc380c-e1db-44eb-8686-572b88dc6d57|501-98-2106|Erica|Kirby|F|0239 Cooper Union|Enterprise|AL|36330|-85.8421|31.3408|35530|Education officer, community|1975-09-28|erica.kirby@yahoo.com|2494444847|adults_2550_female_urban.json
895b52a8-dca0-4053-adcd-b5b2dce4ff53|879-80-3538|Anna|Davenport|F|2617 Kennedy Shores|Royalton|KY|41464|-83.0225|37.6763|722|Lecturer, further education|1995-10-26|anna.davenport@yahoo.com|473-961-9881x5039|adults_2550_female_rural.json
